날짜,가임암소 수,도축 수,2년전 암송아지 가격,2년전 수송아지 가격,도매 가격,소비자 가격,소비자 심리지수,물가 총지수,물가 농축수산물지수,도체중량,출생두수,사육비,생산량
20150102,0.0,0.9067459456331467,0.0,0.0,0.33008474576271185,0.09570253986218834,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150105,0.0,0.9067459456331467,0.00013280212483405773,0.021994134897360705,0.3198093220338983,0.13777836956159914,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150106,0.0,0.9067459456331467,0.0002656042496680249,0.04398826979472141,0.38336864406779664,0.1292233946939183,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150107,0.0,0.9067459456331467,0.00039840637450199205,0.06598240469208211,0.39184322033898306,0.13395026796711162,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150108,0.0,0.9067459456331467,0.0051792828685258965,0.06781524926686217,0.3940677966101695,0.04470556905562398,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150109,0.0,0.9067459456331467,0.00796812749003984,0.0714809384164223,0.3712923728813559,0.04470556905562398,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150112,0.0,0.9067459456331467,0.012084993359893818,0.08186705767350934,0.3419491525423729,0.030791251955660598,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150113,0.0,0.9067459456331467,0.016201859229747616,0.0922531769305964,0.36292372881355933,0.030791251955660598,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150114,0.0,0.9067459456331467,0.020318725099601594,0.10263929618768329,0.34671610169491524,0.02396724476548717,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150115,0.0,0.9067459456331467,0.07609561752988048,0.11803519061583578,0.32213983050847456,0.11980293598748377,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150116,0.0,0.9067459456331467,0.062151394422310755,0.11730205278592376,0.2989406779661017,0.11344495855663926,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150119,0.0,0.9067459456331467,0.07357237715803455,0.12182306940371462,0.2527542372881356,0.13448287340634466,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150120,0.0,0.9067459456331467,0.08499335989375827,0.12634408602150532,0.28834745762711866,0.14000865483838754,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150121,0.0,0.9067459456331467,0.09641434262948208,0.13086510263929618,0.2888771186440678,0.14000865483838754,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150122,0.0,0.9067459456331467,0.05458167330677291,0.11620234604105571,0.2735169491525424,0.16354315768449784,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150123,0.0,0.9067459456331467,0.08247011952191236,0.11473607038123167,0.25963983050847456,0.15928231417063346,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150126,0.0,0.9067459456331467,0.08579017264276234,0.12878787878787884,0.21673728813559323,0.17695815718518026,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150127,0.0,0.9067459456331467,0.08911022576361224,0.14283968719452586,0.2565677966101695,0.17439499350887122,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150128,0.0,0.9067459456331467,0.09243027888446215,0.15689149560117302,0.26154661016949154,0.16181219000699046,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
20150129,0.0,0.9067459456331467,0.08406374501992032,0.14479472140762464,0.25508474576271184,0.17775706534402982,0.46524064171123003,0.010101010101010463,0.10323958704165152,0.565615147938261,0.10628024472915645,0.0,0.0
